Logged At,Account Status Type,Identity,Endpoint ID,Endpoint IP Address,Account Authentication,Account TerminateCause,Account Session ID,Audit Session ID,Account Session Time,Network Device Name,Network Device IP,Device Port,Server
16:59.0,Stop,bauerme,10:4A:7D:C2:70:95,10.1.132.72,RADIUS,User Request,8FC00A14,0a01800a00b3c0005a784f7a,27709,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
16:32.7,Stop,castlele,58:91:CF:17:E0:35,10.1.128.119,RADIUS,User Request,8FC009F6,0a01800a00b180005a784a00,29084,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
15:48.6,Stop,plambemm,C4:D9:87:F4:B0:5F,10.1.129.204,RADIUS,User Request,8FC00ACD,0a01800a00c190005a785a86,24810,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
15:39.2,Stop,wilsonet,F0:42:1C:B4:4D:76,10.1.128.200,RADIUS,User Request,8FC00B5C,0a01800a00cbf0005a78652d,22074,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
15:35.4,Stop,raybe,CC:3D:82:BA:00:0E,10.1.129.1,RADIUS,User Request,8FC00B5D,0a01800a00cc00005a78652f,22068,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
15:27.7,Stop,heimanrt,F0:42:1C:26:AD:54,10.1.129.195,RADIUS,User Request,8FC00AC4,0a01800a00c0d0005a785a48,24852,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
15:15.4,Stop,kudarowm,C4:D9:87:37:01:31,10.1.131.42,RADIUS,User Request,8FC00A8B,0a01800a00bc70005a785757,25590,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
14:19.9,Stop,kingjc,F0:42:1C:24:17:DD,10.1.129.190,RADIUS,User Request,8FC00AA5,0a01800a00be90005a7858f1,25127,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
13:00.7,Stop,dibella,F0:42:1C:B5:56:94,10.1.131.44,RADIUS,User Request,8FC00A95,0a01800a00bd60005a7857bf,25351,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
12:19.8,Stop,gonzalj3,CC:3D:82:23:42:7C,10.1.129.161,RADIUS,User Request,8FC00A3A,0a01800a00b650005a785208,26776,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
12:13.2,Stop,gercietm,F0:42:1C:B5:56:3F,10.1.130.209,RADIUS,Idle Timeout,8FC00B46,0a01800a00ca50005a786370,22313,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
11:12.9,Stop,lucasrh,C4:D9:87:48:D1:27,10.1.128.123,RADIUS,User Request,8FC009FA,0a01800a00b1c0005a784a78,28644,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
10:24.3,Stop,joneset,AC:ED:5C:78:CF:CB,10.1.130.168,RADIUS,User Request,8FC00A0E,0a01800a00b350005a784e9f,27533,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
10:02.1,Start,salasm,8C:C1:21:A1:33:78,10.1.131.107,RADIUS,,8FC00C7F,0a01800a00e170005a78ba12,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
09:13.2,Stop,finkmj,E8:B1:FC:9B:7B:93,10.1.131.83,RADIUS,Idle Timeout,8FC00C33,0a01800a00dba0005a78957b,9322,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
09:08.9,Stop,retegug,10:4A:7D:C2:D6:93,10.1.129.201,RADIUS,User Request,8FC00ACA,0a01800a00c150005a785a74,24426,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
08:43.2,Stop,marvinkp,8C:C1:21:A1:2F:F5,10.1.129.126,RADIUS,Idle Timeout,8FC008E8,0a01800a009c70005a76f673,115540,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
07:59.7,Stop,spaidemj,10:4A:7D:C2:71:58,10.1.132.75,RADIUS,User Request,8FC00A17,0a01800a00b3e0005a784f99,27134,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
07:40.2,Start,cookbg,CC:2F:71:07:C3:A8,10.1.131.106,RADIUS,,8FC00C7E,0a01800a00e160005a78b989,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
06:58.1,Stop,alagarr,90:61:AE:54:FC:B8,10.1.131.105,RADIUS,User Request,8FC00C7D,0a01800a00e130005a78b929,53,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
06:27.2,Stop,shoreb,90:2E:1C:75:B1:3D,10.1.131.43,RADIUS,User Request,8FC00A8C,0a01800a00bc90005a785770,25039,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
06:05.7,Start,alagarr,90:61:AE:54:FC:B8,10.1.131.105,RADIUS,,8FC00C7D,0a01800a00e130005a78b929,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
05:29.1,Start,greenja,C4:D9:87:48:D0:87,10.1.131.104,RADIUS,,8FC00C7C,0a01800a00e120005a78b8fe,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
04:56.9,Start,hokesk,AC:FD:CE:27:B9:BA,10.1.131.103,RADIUS,,8FC00C7B,0a01800a00e110005a78b8e6,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
04:50.6,Start,boored,20:47:47:E2:78:97,10.1.131.102,RADIUS,,8FC00C7A,0a01800a00e100005a78b8de,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
04:49.0,Stop,basaraf,10:4A:7D:BD:33:32,10.1.131.20,RADIUS,User Request,8FC009EB,0a01800a00b0d0005a78463f,29341,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
04:43.2,Stop,cruzj,6C:88:14:1A:35:C4,10.1.129.36,RADIUS,Idle Timeout,8FC00BC8,0a01800a00d390005a7878ad,16426,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
04:31.3,Stop,ogdenrj,10:4A:7D:A9:44:0D,10.1.129.128,RADIUS,User Request,8FC009E6,0a01800a00b080005a7842fc,30155,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
04:08.0,Start,reedyw,14:AB:C5:38:F8:DD,10.1.130.127,RADIUS,,8FC00C79,0a01800a00e0f0005a78b8b4,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
03:51.3,Start,blevintb,E8:B1:FC:4B:5A:00,10.1.130.126,RADIUS,,8FC00C78,0a01800a00e0e0005a78b8a4,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
03:17.1,Start,aww\winkb1,6E:57:06:0A:14:4D,10.1.130.125,RADIUS,,8FC00C77,0a01800a00e0d0005a78b883,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
02:42.8,Stop,debartsm,C4:D9:87:F6:C2:7D,10.1.130.124,RADIUS,User Request,8FC00C10,0a01800a00d910005a788a56,11784,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
02:28.6,Stop,chittydp,60:67:20:DF:98:40,10.1.130.60,RADIUS,User Request,8FC00B17,0a01800a00c720005a785e87,22986,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
02:28.4,Stop,bishopc,F0:42:1C:B4:15:BD,10.1.128.121,RADIUS,User Request,8FC009F8,0a01800a00b1a0005a784a28,28197,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:48.7,Start,shelgagl,F0:42:1C:26:AD:68,10.1.130.87,RADIUS,,8FC00C76,0a01800a00e0c0005a78b828,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:16.3,Start,schneise,80:00:0B:A6:FE:C8,10.1.130.86,RADIUS,,8FC00C75,0a01800a00e0b0005a78b807,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:13.3,Start,waitejm,C4:D9:87:5F:0C:FD,10.1.130.85,RADIUS,,8FC00C74,0a01800a00e0a0005a78b7f0,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
00:53.3,Stop,kozakl,84:3A:4B:1F:30:C0,10.1.129.221,RADIUS,User Request,8FC00A0A,0a01800a00b2f0005a784df3,27130,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
00:03.4,Start,sudzinse,C4:D9:87:5F:0C:21,10.1.131.19,RADIUS,,8FC00C73,0a01800a00e090005a78b7bf,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:43.2,Stop,garciamd,C4:D9:87:48:D0:5A,10.1.131.16,RADIUS,Idle Timeout,8FC00C31,0a01800a00db90005a7894dc,8909,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:35.9,Start,earlym,44:39:C4:19:5A:C8,10.1.130.183,RADIUS,,8FC00C72,0a01800a00e080005a78b7a3,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:33.4,Stop,JORDANRA,C4:D9:87:7D:F4:97,10.1.130.156,RADIUS,User Request,8FC009DF,0a01800a00b010005a78419d,30212,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:15.9,Stop,tellezjm,F0:42:1C:26:AC:C3,10.1.129.138,RADIUS,User Request,8FC00AA2,0a01800a00be10005a785804,24445,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
58:54.8,Stop,jonesle,84:3A:4B:01:46:A0,10.1.131.54,RADIUS,User Request,8FC00B24,0a01800a00c800005a786045,22317,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
58:43.2,Stop,fullerkc,60:67:20:DF:25:D8,10.1.129.16,RADIUS,Idle Timeout,8FC00BB3,0a01800a00d210005a7871bf,17840,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
58:39.1,Stop,DURHAMCV,F0:42:1C:B4:15:7C,10.1.129.188,RADIUS,User Request,8FC00A93,0a01800a00bd40005a7857aa,24514,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
57:13.2,Stop,wastelte,10:4A:7D:C2:67:AD,10.1.129.170,RADIUS,Idle Timeout,8FC00A42,0a01800a00b6d0005a785270,25762,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
56:53.2,Start,woodsrh,F0:42:1C:7F:E2:4D,10.1.128.158,RADIUS,,8FC00C71,0a01800a00e060005a78b700,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
55:36.9,Stop,sudzinse,C4:D9:87:5F:0C:21,10.1.128.139,RADIUS,User Request,8FC00B65,0a01800a00ccd0005a786726,20363,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
55:33.1,Start,DENTJ,F0:42:1C:B4:23:91,10.1.129.62,RADIUS,,8FC00C70,0a01800a00e050005a78b6b1,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
55:15.0,Stop,trotmaw1,F0:42:1C:B4:15:2C,10.1.128.213,RADIUS,User Request,8FC00A7D,0a01800a00bb70005a78565f,24639,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
54:36.6,Stop,hindmalv,60:67:20:DF:5C:C8,10.1.131.26,RADIUS,User Request,8FC00A5C,0a01800a00b910005a785425,25146,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
54:20.2,Stop,moorer4,28:16:AD:85:AE:B7,10.1.130.38,RADIUS,User Request,8FC00C2B,0a01800a00db20005a78934f,8985,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
54:13.2,Stop,crowcr,3C:A9:F4:64:59:58,10.1.132.114,RADIUS,Idle Timeout,8FC00B62,0a01800a00cca0005a7866cf,20371,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
52:06.8,Stop,hortj,C4:D9:87:49:66:64,10.1.128.209,RADIUS,User Request,8FC00A79,0a01800a00bb30005a785647,24475,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
51:37.3,Stop,fazzara,90:2E:1C:94:77:62,10.1.130.208,RADIUS,User Request,8FC00B45,0a01800a00ca40005a78636c,21080,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
49:19.4,Stop,cunninda,C4:D9:87:5F:0D:D9,10.1.128.118,RADIUS,User Request,8FC009F5,0a01800a00b170005a7849ff,27452,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:52.6,Stop,kubare,F0:42:1C:7F:B6:D8,10.1.128.240,RADIUS,User Request,8FC00ABB,0a01800a00c010005a785979,23401,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:09.4,Stop,glaunedf,10:4A:7D:A9:FF:A1,10.1.131.23,RADIUS,User Request,8FC00A59,0a01800a00b8e0005a78541b,24735,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:08.1,Stop,smitht5,F0:42:1C:7F:EA:36,10.1.128.231,RADIUS,User Request,8FC00AB2,0a01800a00bf70005a78593e,23419,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
45:58.7,Stop,swartzpl,10:4A:7D:BD:B5:CD,10.1.128.136,RADIUS,User Request,8FC00A68,0a01800a00ba10005a785501,24428,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
43:17.3,Stop,randolma,10:4A:7D:BC:E2:24,10.1.130.249,RADIUS,User Request,8FC00C0E,0a01800a00d8f0005a7889af,10786,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
42:24.6,Stop,popecf,90:2E:1C:94:76:F4,10.1.128.219,RADIUS,User Request,8FC00A83,0a01800a00bbf0005a78568a,23821,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
41:43.1,Stop,johnsob5,90:2E:1C:94:74:AB,10.1.130.57,RADIUS,Idle Timeout,8FC00B14,0a01800a00c700005a785e7c,21754,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
41:37.5,Stop,phillijc,AC:ED:5C:78:C5:E9,10.1.128.149,RADIUS,User Request,8FC00BE7,0a01800a00d610005a787e4f,13597,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
38:47.7,Start,Wallb,E4:A7:A0:DC:B5:86,10.1.131.101,RADIUS,,8FC00C6F,0a01800a00e040005a78b2c3,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
37:06.8,Stop,donahunm,1C:4D:70:4A:71:08,10.1.130.236,RADIUS,User Request,8FC00BC2,0a01800a00d330005a7876a2,15293,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
36:19.7,Start,hansenkb,AC:FD:CE:1B:BE:BC,10.1.130.84,RADIUS,,8FC00C6E,0a01800a00e030005a78b22f,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
36:01.2,Stop,hollonjs,C4:D9:87:48:CF:29,10.1.129.200,RADIUS,User Request,8FC00AC9,0a01800a00c140005a785a71,22444,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
30:34.6,Stop,davisbs,F0:42:1C:7F:E9:C3,10.1.128.210,RADIUS,User Request,8FC00A7A,0a01800a00bb40005a78564a,23181,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
30:30.6,Stop,drechsme,58:91:CF:17:D8:C9,10.1.129.29,RADIUS,User Request,8FC00BBC,0a01800a00d2c0005a78746b,15463,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
30:13.1,Stop,barkerr,4C:EB:42:AC:B2:E6,10.1.131.31,RADIUS,Idle Timeout,8FC00A61,0a01800a00b960005a78547d,23619,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
29:43.1,Stop,nievesga,28:16:AD:93:DB:7C,10.1.130.75,RADIUS,Idle Timeout,8FC00C5F,0a01800a00df00005a78a6b5,2544,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
29:10.6,Stop,patterm,1C:4D:70:CC:60:AA,10.1.128.215,RADIUS,User Request,8FC00A7F,0a01800a00bbb0005a785681,23042,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
27:27.4,Start,yuensw,94:65:9C:78:AC:B2,10.1.128.157,RADIUS,,8FC00C6D,0a01800a00e020005a78b01b,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
26:30.0,Stop,gayletbc,F0:42:1C:B4:36:4C,10.1.128.127,RADIUS,User Request,8FC009FE,0a01800a00b210005a784aef,25840,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
26:11.5,Stop,dillonm,8C:C1:21:A1:31:5D,10.1.128.112,RADIUS,User Request,8FC009EF,0a01800a00b110005a78492b,26276,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
25:13.0,Stop,gibsoncj,F0:42:1C:D3:F4:8C,10.1.130.154,RADIUS,Idle Timeout,8FC009DD,0a01800a00aff0005a783fd4,28607,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
23:18.6,Start,casebis,AC:ED:5C:79:0D:6A,10.1.132.149,RADIUS,,8FC00C6C,0a01800a00e010005a78af21,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
22:28.8,Stop,mckeanja,84:3A:4B:01:AC:D8,10.1.132.100,RADIUS,User Request,8FC00B3B,0a01800a00c980005a786166,19848,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
21:49.1,Start,martinj7,10:4A:7D:C3:0E:A6,10.1.132.148,RADIUS,,8FC00C6B,0a01800a00e000005a78aec9,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
21:22.7,Start,byrdtl,B2:61:FC:DA:9F:80,10.1.132.147,RADIUS,,8FC00C6A,0a01800a00dff0005a78aeae,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
21:13.0,Stop,coxjp,E8:B1:FC:8D:3C:95,10.1.132.126,RADIUS,Idle Timeout,8FC00BBB,0a01800a00d2b0005a7873fd,15015,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
21:01.0,Stop,byrdtl,F0:42:1C:26:8D:1F,10.1.132.67,RADIUS,User Request,8FC00A11,0a01800a00b380005a784f66,24371,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
20:23.5,Start,petersre,58:91:CF:17:E0:76,10.1.128.156,RADIUS,,8FC00C69,0a01800a00dfc0005a78ae72,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
19:58.2,Stop,gatesfj,80:00:0B:8B:52:C2,10.1.128.154,RADIUS,User Request,8FC00C39,0a01800a00dc00005a78994b,5391,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
19:24.3,Stop,bowersc,90:2E:1C:94:74:E7,10.1.131.59,RADIUS,User Request,8FC00B29,0a01800a00c860005a786090,19881,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
19:13.0,Stop,halerf,F0:42:1C:B5:55:B8,10.1.131.88,RADIUS,Idle Timeout,8FC00C42,0a01800a00dcd0005a789c13,4632,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
15:24.6,Start,arnoldn,C4:D9:87:17:CC:0D,10.1.131.13,RADIUS,,8FC00C68,0a01800a00dfa0005a78ad4a,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
13:59.6,Stop,leebv,C4:D9:87:34:48:33,10.1.130.204,RADIUS,User Request,8FC00B36,0a01800a00c940005a786106,19433,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
12:43.0,Stop,naturada,F0:42:1C:B4:37:14,10.1.131.51,RADIUS,Idle Timeout,8FC00AF6,0a01800a00c500005a785c93,20498,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
12:13.0,Stop,sladekbe,F4:8C:50:7E:4E:BA,10.1.130.123,RADIUS,Idle Timeout,8FC00C0F,0a01800a00d900005a788a4b,8765,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
02:42.9,Stop,notod,F0:42:1C:7F:E9:E6,10.1.129.39,RADIUS,Idle Timeout,8FC00BFD,0a01800a00d7b0005a7885c3,9357,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
02:07.4,Start,wastelte,4C:EB:42:AD:7F:64,10.1.130.83,RADIUS,,8FC00C67,0a01800a00df80005a78aa2a,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:56.6,Start,gedricrj,8C:70:5A:6C:A1:70,10.1.130.82,RADIUS,,8FC00C66,0a01800a00df70005a78aa12,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
01:13.7,Start,scanloj,3C:A9:F4:13:E9:68,10.1.130.81,RADIUS,,8FC00C65,0a01800a00df60005a78a9f6,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
00:21.8,Start,mullerra,C4:D9:87:17:5C:EB,10.1.130.80,RADIUS,,8FC00C64,0a01800a00df50005a78a9c0,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:44.6,Start,lightndl,C4:D9:87:5F:5A:00,10.1.130.79,RADIUS,,8FC00C63,0a01800a00df40005a78a99c,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:12.2,Start,daroshcb,D4:81:D7:90:A4:94,10.1.130.78,RADIUS,,8FC00C62,0a01800a00df30005a78a97b,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
59:11.0,Start,mitchee2,6C:88:14:1A:24:94,10.1.130.77,RADIUS,,8FC00C61,0a01800a00df20005a78a97a,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
57:37.0,Start,johnsokk,8C:C1:21:A4:4D:D5,10.1.130.76,RADIUS,,8FC00C60,0a01800a00df10005a78a91f,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
53:42.9,Stop,johnsokk,8C:C1:21:A4:4D:D5,10.1.129.241,RADIUS,Session Timeout,8FC0084D,0a01800a009210005a76050f,172836,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
53:42.9,Stop,mitchee2,6C:88:14:1A:24:94,10.1.130.5,RADIUS,Idle Timeout,8FC00BE3,0a01800a00d5d0005a787d62,10951,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
53:15.0,Stop,rossg1,08:11:96:3D:C0:A8,10.1.130.226,RADIUS,User Request,8FC00B8A,0a01800a00cf50005a786bbe,15448,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
52:12.9,Stop,corsonmj,44:39:C4:59:A3:6A,10.1.131.95,RADIUS,Idle Timeout,8FC00C49,0a01800a00dd40005a789d74,2659,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:19.1,Start,nievesga,28:16:AD:93:DB:7C,10.1.130.75,RADIUS,,8FC00C5F,0a01800a00df00005a78a6b5,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:17.3,Stop,paintejl,AC:ED:5C:78:A6:5E,10.1.129.214,RADIUS,User Request,8FC00AD7,0a01800a00c240005a785ad3,19422,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
47:12.9,Stop,jonesja,CC:3D:82:FC:2B:C8,10.1.128.153,RADIUS,Idle Timeout,8FC00C38,0a01800a00dbf0005a78992e,3456,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
46:49.8,Start,brothet,84:3A:4B:01:AC:E4,10.1.130.74,RADIUS,,8FC00C5E,0a01800a00def0005a78a694,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
46:39.7,Start,raganll,10:0B:A9:D0:81:6C,10.1.130.73,RADIUS,,8FC00C5D,0a01800a00dee0005a78a687,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
46:21.2,Start,wruckwj,F0:42:1C:3C:5D:3E,10.1.130.72,RADIUS,,8FC00C5C,0a01800a00ded0005a78a679,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
45:30.2,Stop,rosag1,F0:42:1C:B5:56:1C,10.1.130.39,RADIUS,User Request,8FC00C2C,0a01800a00db30005a789367,4831,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
45:23.0,Start,jessenzj,90:2E:1C:94:93:8C,10.1.130.71,RADIUS,,8FC00C5B,0a01800a00dec0005a78a63f,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
45:06.7,Start,arokiys1,AC:7B:A1:91:84:DF,10.1.130.70,RADIUS,,8FC00C5A,0a01800a00deb0005a78a62e,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
44:34.2,Start,brewerja,80:00:0B:A8:1F:E2,10.1.130.69,RADIUS,,8FC00C59,0a01800a00dea0005a78a60f,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
42:05.4,Start,mcmanua,F0:42:1C:B3:12:85,10.1.130.68,RADIUS,,8FC00C58,0a01800a00de90005a78a579,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
41:36.1,Stop,luisija,10:4A:7D:A9:F7:31,10.1.130.66,RADIUS,User Request,8FC00C50,0a01800a00ddb0005a78a0ad,1200,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
41:17.2,Start,stankij,84:3A:4B:02:5A:9C,10.1.130.67,RADIUS,,8FC00C57,0a01800a00de80005a78a549,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
40:13.7,Stop,cookd2,8C:C1:21:A4:4F:03,10.1.129.164,RADIUS,User Request,8FC00A3D,0a01800a00b690005a785235,21202,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
40:12.9,Stop,bibbcaan,D4:81:D7:5F:3A:C3,10.1.129.56,RADIUS,Idle Timeout,8FC00C24,0a01800a00dab0005a789119,5105,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
39:32.8,Start,wintonef,80:19:34:E4:36:DA,10.1.131.100,RADIUS,,8FC00C56,0a01800a00de70005a78a4d2,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
38:50.6,Start,carrnl,F0:42:1C:26:A8:D1,10.1.131.99,RADIUS,,8FC00C55,0a01800a00de60005a78a4b6,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
36:46.3,Start,brillj1,A0:AF:BD:3C:34:67,10.1.131.98,RADIUS,,8FC00C54,0a01800a00de10005a78a43b,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
27:50.3,Stop,murrayj1,C4:D9:87:18:79:50,10.1.131.97,RADIUS,User Request,8FC00C52,0a01800a00ddd0005a78a170,179,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
27:12.8,Stop,gedricrj,8C:70:5A:6C:A1:70,10.1.131.84,RADIUS,Idle Timeout,8FC00C34,0a01800a00dbb0005a789787,2676,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
25:54.5,Stop,attertc,BC:A8:A6:4E:AF:89,10.1.129.216,RADIUS,User Request,8FC00AD9,0a01800a00c270005a785ad7,18135,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
25:06.2,Start,henegakd,E4:B3:18:C2:89:A9,10.1.129.61,RADIUS,,8FC00C53,0a01800a00dde0005a78a17f,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
24:58.0,Stop,bradshdr,90:2E:1C:94:77:8A,10.1.129.57,RADIUS,User Request,8FC00C25,0a01800a00dac0005a789143,4147,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
24:51.2,Start,murrayj1,C4:D9:87:18:79:50,10.1.131.97,RADIUS,,8FC00C52,0a01800a00ddd0005a78a170,,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
23:46.7,Stop,BATESDA,80:00:0B:9A:3D:64,10.1.131.91,RADIUS,User Request,8FC00C45,0a01800a00dd00005a789d1e,1042,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
23:42.8,Stop,milazzm,F0:D5:BF:D9:04:8B,10.1.131.46,RADIUS,Session Timeout,8FC00843,0a01800a009160005a75fe05,172838,hershey-dc-pa-vpn01,10.1.128.10,,hdnplpsns001
